wl.nm,irrad.W_m2_nm,flux.photon_m2_nm_s,irrad.mW_cm2_nm,flux.mA_cm2_nm
1700,0.19975,1.70946E+18,0.019975,0.026878155
1702,0.20396,1.74754E+18,0.020396,0.027476936
1705,0.19778,1.69758E+18,0.019778,0.026691347
1710,0.1879,1.61751E+18,0.01879,0.025432358
1715,0.18965,1.63735E+18,0.018965,0.025744278
1720,0.18698,1.619E+18,0.018698,0.025455835
1725,0.17808,1.54642E+18,0.017808,0.024314648
1730,0.17407,1.51598E+18,0.017407,0.023836022
1735,0.16154,1.41092E+18,0.016154,0.022184176
1740,0.16818,1.47315E+18,0.016818,0.023162601
1745,0.15481,1.35993E+18,0.015481,0.021382485
1750,0.16566,1.45942E+18,0.016566,0.022946658
1755,0.15301,1.35182E+18,0.015301,0.021254979
1760,0.15998,1.41743E+18,0.015998,0.022286512
1765,0.13284,1.18031E+18,0.013284,0.018558263
1770,0.14172,1.26278E+18,0.014172,0.01985492
1775,0.11484,1.02616E+18,0.011484,0.016134491
1780,0.1005,9.00553E+17,0.01005,0.014159561
1785,0.076981,6.91743E+17,0.0076981,0.010876408
1790,0.088904,8.0112E+17,0.0088904,0.012596157
1795,0.046931,4.2408E+17,0.0046931,0.006667883
1800,0.031828,2.88407E+17,0.0031828,0.004534669
1805,0.014815,1.34618E+17,0.0014815,0.002116619
1810,0.0096911,8.83029E+16,0.00096911,0.001388403
1815,0.0032816,2.99837E+16,0.00032816,0.00047144
1820,0.00098755,9.04802E+15,0.000098755,0.000142264
1825,0.0012744,1.17082E+16,0.00012744,0.000184091
1830,5.2041E-06,4.79424E+13,5.2041E-07,7.53808E-07
1835,0.000006419,5.92962E+13,6.419E-07,9.32325E-07
1840,6.2703E-08,5.80804E+11,6.2703E-09,9.13208E-09
1845,6.2658E-06,5.81964E+13,6.2658E-07,9.15033E-07
1850,2.9993E-06,2.79328E+13,2.9993E-07,4.39193E-07
1855,2.8396E-07,2.6517E+12,2.8396E-08,4.16932E-08
1860,0.000011151,1.04412E+14,1.1151E-06,1.64169E-06
1865,0.000016982,1.59438E+14,1.6982E-06,2.50687E-06
1870,2.6662E-10,2509907042,2.6662E-11,3.94637E-11
1875,4.513E-10,4259806893,4.513E-11,6.69777E-11
1880,0.000077505,7.33518E+14,7.7505E-06,1.15332E-05
1885,0.00004389,4.16486E+14,0.000004389,6.54848E-06
1890,0.00022333,2.12487E+15,0.000022333,3.34097E-05
1895,0.00012947,1.2351E+15,0.000012947,1.94197E-05
1900,8.6221E-07,8.24689E+12,8.6221E-08,1.29667E-07
1905,5.6667E-07,5.43436E+12,5.6667E-08,8.54454E-08
1910,0.000023045,2.21581E+14,2.3045E-06,3.48397E-06
1915,0.000019947,1.92296E+14,1.9947E-06,3.0235E-06
1920,0.00045069,4.35615E+15,0.000045069,6.84925E-05
1925,0.00093615,9.07193E+15,0.000093615,0.00014264
1930,0.00055242,5.36723E+15,0.000055242,8.43899E-05
1935,0.0035935,3.50043E+16,0.00035935,0.00055038
1940,0.0032821,3.20536E+16,0.00032821,0.000503985
1945,0.010863,1.06364E+17,0.0010863,0.001672373
1950,0.016727,1.64201E+17,0.0016727,0.002581763
1955,0.010036,9.87713E+16,0.0010036,0.001552999
1960,0.021906,2.16144E+17,0.0021906,0.003398466
1965,0.028563,2.82546E+17,0.0028563,0.004442527
1970,0.048847,4.84426E+17,0.0048847,0.007616718
1975,0.067857,6.7466E+17,0.0067857,0.010607804
1980,0.075512,7.5267E+17,0.0075512,0.011834363
1985,0.083063,8.30025E+17,0.0083063,0.013050642
1990,0.085613,8.57662E+17,0.0085613,0.013485173
1995,0.08119,8.15396E+17,0.008119,0.012820624
2000,0.038156,3.84164E+17,0.0038156,0.006040273
